Sr No,Image File,Caption
10340,17526,img/insta17526,times square is looking so delicate right now thanks  😘 
10341,17529,img/insta17529,we are all stretching to prep for that tour choreo
10342,17530,img/insta17530,out now link in bio
10343,17531,img/insta17531,the swift life is available for free worldwide in the app store see you there
10344,17536,img/insta17536,big reputation  😘  photo credit kevin mazur
10345,17537,img/insta17537,new york you were amazing  thanks z100 what a night  photo credit kevin mazur
10346,17538,img/insta17538,our faces here make it pretty clear that we love you chicago  😍  photo credit andy argyrakis
10347,17540,img/insta17540,theres glitter on the floor after the party
10348,17541,img/insta17541,i never trust a narcissist but they love me
10349,17542,img/insta17542,inescapable im not even gonna try and if i get burned at least we were electrified
10350,17543,img/insta17543,deep blue but you painted me golden
10351,17545,img/insta17545,poptopia photo credit
10352,17547,img/insta17547,well see you later on tonight in san jose at poptopia photo credit kevin winter
10353,17549,img/insta17549,last night was funnnn thank you to everyone who came to kiisfm jingle ball you were so loud and dancy and wonderful photo credit kevin mazur
10354,17550,img/insta17550,thank you 
10355,17551,img/insta17551,thank you 
10356,17552,img/insta17552,thank you 
10357,17553,img/insta17553,thank you 
10358,17554,img/insta17554,thank you 
10359,17555,img/insta17555,thank you 
10360,17556,img/insta17556,a huge thank you to one of my favorite photographers 
10361,17557,img/insta17557,i absolutely adore you  💕  💕  💕 
10362,17558,img/insta17558,thank you so much 
10363,17560,img/insta17560,thank you 
10364,17561,img/insta17561,thank you 
10365,17562,img/insta17562,thank you 
10366,17563,img/insta17563,thank you 
10367,17564,img/insta17564,thank you 
10368,17565,img/insta17565,thank you 
10369,17566,img/insta17566,thank you 
10370,17567,img/insta17567,thank you 
10371,17568,img/insta17568,thank you 
10372,17569,img/insta17569,thank you 
10373,17570,img/insta17570,thank you 
10374,17571,img/insta17571,thank you 
10375,17572,img/insta17572,is out now let the games begin
10376,17573,img/insta17573,is out let the games begin
10377,17574,img/insta17574,is out let the games begin
10378,17575,img/insta17575,waiting for like
10379,17577,img/insta17577,waiting for like
10380,17578,img/insta17578,2 days until
10381,17579,img/insta17579,2 days until
10382,17580,img/insta17580,2 days until
10383,17581,img/insta17581,3 days until
10384,17582,img/insta17582,3 days until
10385,17585,img/insta17585,call it what you want midnight eastern
10386,17586,img/insta17586,call it what you want midnight eastern
10387,17587,img/insta17587,call it what you want midnight eastern
10388,17588,img/insta17588,a glimpse into the making of theres a video of me writing gorgeous on s youtube page link in bio
10389,17589,img/insta17589,a glimpse into the making of theres a video of me writing gorgeous on s youtube page link in bio
10390,17590,img/insta17590,a glimpse into the making of theres a video of me writing gorgeous on s youtube page link in bio
10391,17591,img/insta17591,link in bio
10392,17592,img/insta17592,link in bio
10393,17593,img/insta17593,link in bio
10394,17596,img/insta17596,there will be no further explanation there will just be reputation
10395,17597,img/insta17597,reputation magazines vol1  vol 2 target exclusive nov 10 preorder now
10396,17598,img/insta17598,ready for it new single out now preorder link in bio and find out about tickets and merch at taylorswiftcom
10397,17602,img/insta17602,the other day at what a beautiful show
10398,17603,img/insta17603,mini me
10399,17604,img/insta17604,new campaign by thank you thank you 
10400,17607,img/insta17607,we both use  😁 
10401,17609,img/insta17609,new campaign by 
10402,17610,img/insta17610,british vogue by
10403,17611,img/insta17611,back to work
10404,17612,img/insta17612,flashback to my birthday but also episode 9 is out
10405,17614,img/insta17614,styling made easy with 
10406,17615,img/insta17615,jellyfish and mosquitos
10407,17616,img/insta17616,loving this new bag
10408,17619,img/insta17619,went to for the holidays and put together my favorites for my holiday wish list see more in my stories
10409,17620,img/insta17620,coziest weather
10410,17621,img/insta17621,everyone in favor of fai and i starting a family say i  🏼 
10411,17622,img/insta17622,remember this
10412,17623,img/insta17623,find  😝 
10413,17624,img/insta17624,new december  💙  by
10414,17625,img/insta17625,the x collection is made of dreams happy to be part of the main collection launches 07nov2019
10415,17626,img/insta17626,thank you for the love
10416,17627,img/insta17627,yesterday we all took our cars to the track and i learned how to drift  swipe cuz this shit makes me happy
10417,17628,img/insta17628,forest fairy and friends
10418,17629,img/insta17629,forest fairy
10419,17630,img/insta17630,the x main collection launches 07nov2019
10420,17631,img/insta17631,last years halloween  👼  🏻 
10421,17632,img/insta17632,the 1
10422,17633,img/insta17633,new story by 
10423,17634,img/insta17634,psycho + psycho = 
10424,17635,img/insta17635,lounging in for
10425,17636,img/insta17636,new by
10426,17637,img/insta17637,look mom im a mermaid new video by  🧜  🏼 
10427,17639,img/insta17639,my friends  🤤 
10428,17640,img/insta17640,we dont date hes just my date  🖤 
10429,17641,img/insta17641,scorpio season is acomin
10430,17642,img/insta17642,swipe for me and my twin
10431,17646,img/insta17646,new cover by  🧨 
10432,17647,img/insta17647,my favorite little bag  🖤 
10433,17648,img/insta17648,episode 8 global is noble check it out on  🌳  🌳  🌳 
10434,17650,img/insta17650,beautiful show thank you for having me
10435,17651,img/insta17651,one of my favorites from the new campaign in the overtheknee boots
10436,17653,img/insta17653,just chasing sunsets
10437,17655,img/insta17655,loves summer
10438,17656,img/insta17656,last day on set for the summer
10439,17659,img/insta17659,w  🖤 
10440,17661,img/insta17661,out now by
10441,17666,img/insta17666,hope aliens dig me
10442,17667,img/insta17667,classic alien hand
10443,17670,img/insta17670,lights just better here
10444,17671,img/insta17671,last nights show
10445,17673,img/insta17673,tonight at amfar wearing x  💘  💘  💘 
10446,17674,img/insta17674,cranberry legs
10447,17676,img/insta17676,new cover june issue wearing  💋 
10448,17681,img/insta17681,click bait
10449,17682,img/insta17682,happy mothers day
10450,17683,img/insta17683,sorry for more but also not
10451,17684,img/insta17684,my girl
10452,17685,img/insta17685,pre met loved my last night  💎  💎  💎   📸 
10453,17686,img/insta17686,met 2019  thank you handcrafted  💎 
10454,17688,img/insta17688,cant stop using my new favorite thing my whitening pen
10455,17690,img/insta17690,glow in the dark friends
10456,17691,img/insta17691,heading to the house last weekend make sure you go check it out
10457,17692,img/insta17692,new  💎  campaign
10458,17693,img/insta17693,new may issue cover story by my loves 
10459,17696,img/insta17696,getting into the groove of using my products 
10460,17697,img/insta17697,soho nyc
10461,17698,img/insta17698, 💝  bts shot by
10462,17700,img/insta17700,learning moms recipe
10463,17702,img/insta17702,sundays for the girls
10464,17703,img/insta17703,by  🐉 
10465,17704,img/insta17704,all new womens day ep live now ft link in bio 
10466,17705,img/insta17705,good morning  🐄 
10467,17706,img/insta17706,middle school
10468,17708,img/insta17708,just some light stretching excited to share my latest for in the stretch stilettos
10469,17710,img/insta17710,last night at
10470,17711,img/insta17711,im not a spy youre a spy
10471,17712,img/insta17712,excited to be a part of the new campaign celebrating what it means to live in the now thank you 
10472,17714,img/insta17714,this disney classic by
10473,17715,img/insta17715,cant wait to see whats to come with and at london fashion week this weekend
10474,17716,img/insta17716,tonight  🖤 
10475,17717,img/insta17717,excited to have celebrated the modern love exhibition with and loved my custom true choker
10476,17718,img/insta17718,allure march issue by my darling  🌻  💛 
10477,17719,img/insta17719,more of  🖤 
10478,17720,img/insta17720,yes no maybe so
10479,17721,img/insta17721,told you it was drama shot by 
10480,17722,img/insta17722,drama my feb cover by   one of my favorite shoots ive ever done cant wait for you guys to see the rest dream come true  🌻  🌹  ossessione
10481,17723,img/insta17723,call me im waiting ahh teaser videos by  🌹 
10482,17724,img/insta17724,sweet tiny noodle your energy is powerful i hope the world offers you nothing but beautiful things i love you stormeroo happy 1st birthday  🦋 
10483,17725,img/insta17725,ill drive
10484,17726,img/insta17726,excited to be part of the spring 2019 campaign with and 
10485,17728,img/insta17728,i do my own stunts
10486,17731,img/insta17731,really into green these days  💚  happy new year
10487,17732,img/insta17732,fuck its cold
10488,17734,img/insta17734,merry christmas  💚  💚  💚 
10489,17735,img/insta17735,temper tantrums get the best of us
10490,17736,img/insta17736,new campaign shot by  👽 
10491,17738,img/insta17738,a throwback for all 100m of you love you lots always thankful  🥰 
10492,17739,img/insta17739,sashas film for
10493,17740,img/insta17740,moments before and during the fashion show
10494,17741,img/insta17741,anytime anyplace  🛸  🛸 
10495,17742,img/insta17742,all my siblings posting their babies and shit and im just like
10496,17743,img/insta17743,so thankful wow
10497,17745,img/insta17745,presenting live from london so excited for you collection drops tomorrow
10498,17746,img/insta17746, 💀  💀  💀  issue 2 cover by
10499,17747,img/insta17747,ive had so much pasta since this day
10500,17748,img/insta17748,thank you for honoring me with icon of the year 
10501,17749,img/insta17749,always an honor 
10502,17750,img/insta17750,tonight at  🤪 
10503,17751,img/insta17751,special gatefold back cover for issue 2launching on nov 15th by styled by make up hair wearing
10504,17752,img/insta17752,happy happy birthday to my gorgeous mom i love you lots you rockstar 
10505,17753,img/insta17753,thank you  🚀 
10506,17754,img/insta17754,not a costume a lifestyle
10507,17755,img/insta17755,throwback vs vibe with my sisters  👼  🏻  thank you for letting us steal your wings for the night
10508,17756,img/insta17756,happy halloween kids  💅  🏼 
10509,17757,img/insta17757,youre tiny and cute ok
10510,17759,img/insta17759,should we shag now or shag later baby
10511,17760,img/insta17760,do i make you randy
10512,17764,img/insta17764,the warmest the coolest the baddest
10513,17765,img/insta17765,happy birthday to my beautiful sister  🌹 
10514,17766,img/insta17766, 🌙  by
10515,17767,img/insta17767,super warm super cool super super
10516,17770,img/insta17770,inner peace is the mission
10517,17771,img/insta17771,dont me
10518,17772,img/insta17772,bye milano
10519,17773,img/insta17773,thank you milan  🖤 
10520,17774,img/insta17774,just got my yeezy boost 350 v2 triple white now available on adidascomyeezy and yeezy supply
10521,17775,img/insta17775,luka said hot mess
