Sr No,Image File,Caption
23965,img/insta23965,Late rehearsals!! Gettin' it in with @steviemackey
23966,img/insta23966,#Idol season 14 finale next week... #tunein #surprisesondeck #IdolVibes @houseofcb @casadeiofficial #randm #mhxcb
23967,img/insta23967,#BeTheGirl 😘
23968,img/insta23968,Powerful women... @LadyGaga #DonatellaVersace #UmaThurman
23969,img/insta23969,Closer look at the Dragon #VersaceDragondress
23970,img/insta23970,#MetGala #VersaceVibes 🐉 @versace_official
23971,img/insta23971,Arriving at the #metgala2015 #VersaceDragondress @versace_official
23972,img/insta23972,Ready for the fight!! #maypac #fightnight #fightofthecentury
23973,img/insta23973,"Lovers, are you watching? #😘 #😘 #😘 #TuneIn @telemundo #Billboards2015 #SelenaTribute"
23974,img/insta23974,#TheBoyNextDoor in stores and online now. #GetYours #MovieNights @theboynextdoormovie
23975,img/insta23975,My look on #idol tonight. #😘 @emanuelungaro_officiel @jimmychoo #RAndM #IdolTop5 photo by @michaelbecker88 #BeTheGirl
23976,img/insta23976,IDOL bts #banaramatheremix
23977,img/insta23977,BBB... Behind-the-scenes Bathroom Belfie
23978,img/insta23978,#FAITH  Happy Sunday everybody #SundayFunday
23979,img/insta23979,Thank you @effyjewelry for always lacing me... #Diamondsareagirlsbestfriend #rings #nailsbyTomBachik #LipsbyMary 👄💅💍
23980,img/insta23980,#Yaaaaay... 🙌🏼🙌🏼🙌🏼🙌🏼 #Excited #StayTuned #More2Come 😊😊😊 #NuyoricanProductions
23981,img/insta23981,Thank you to all the lovers who voted for me!! #theboynextdoor #mtvmovieawards #goldenpopcorn
23982,img/insta23982,Mtv Movie Awards... Almost ready... #VersaceVersaceVersace
23983,img/insta23983,WHO KNEW!! #googleimages #onepersoncanchangetheworld  #onedresscanchangetheworld  #jloxversace = history #positivechange #funfacts LOL
23984,img/insta23984,Wanna #BeASuperstar? 😘
23985,img/insta23985,Here's another sneak peek from my spring summer collection at @kohls... 😍😍😍 #jenniferlopezcollection #summerlooks
23986,img/insta23986,New @lorealparisofficial  #GoBronde
23987,img/insta23987,#IdolTop9 😘 @kohls #JenniferLopezCollection #SpringSummer2015
23988,img/insta23988,Thank you @LAURENLY_BOUTIQUE for the lovely gift!! #MandErings #sweet
23989,img/insta23989,#NoPlaceLikeHome #ThankYou #JLovers #DreamworksHome #FeelTheLight 🙌🙌🙌😘😘😘👾👾👾
23990,img/insta23990,Kids choice Awards!
23991,img/insta23991,THERES NO PLACE LIKE #HOME #FEELTHELIGHT
23992,img/insta23992,#DreamWorksHOME now playing!!! Who's watching this weekend? 👾👾👾 #FeelTheLight #FeelTheLightOnVEVO
23993,img/insta23993,Who's watching!! #AmericanIdol on now east coast!
23994,img/insta23994,The #Coconuts 😍😍😍 #DreamworksHome #March27 #FeelTheLight
23995,img/insta23995,#DreamworksHome Premiere... Can't wait for you all to see this movie!!! #March27 #FeelTheLight
23996,img/insta23996,#DreamworksHome Premiere... #FeeltheLight
23997,img/insta23997,#FeelTheLight #VEVOpremiere... #staytuned 😜😜😜 #FeelTheLightOnVEVO 🕘🕛
23998,img/insta23998,The after show selfie... And I'm done for today...good night... 😘
23999,img/insta23999,Today's look on #Idol: #EndlessJewelry and #ElieSaab #RandM #FeelTheLight
24000,img/insta24000,Sneak peek!!! 😜 #FeeltheLight #VideoComingSoon #IdolFeelTheLight #DreamworksHome #March27
24001,img/insta24001,Long day. Feels good to just be #HOME lol see how I did that..:)
24002,img/insta24002,Me and O wishing you a Happy St.Patricks Day!! #HOME #FeeltheLight video coming soon!!
24003,img/insta24003,Girl time... @leahremini  and #ElaineGoldsmithThomas #ussie
24004,img/insta24004,#FeelTheLight. 😊😊😊 #HappyMonday #MondayMotivation
24005,img/insta24005,Mexico estan listos para mi nueva coleccion en #COPPEL #JenniferLopezCollection #fashion
24006,img/insta24006,#TRUELOVE 💘 Ain't it something  #TheNotebook #hopefulromantic #andthatmoviegetsmeeverytime
24007,img/insta24007,#idol #jlosnapchat #jlobts
24008,img/insta24008,American idol it's going down!! #idol
24009,img/insta24009,Another TBT from @ddlovato and me!! Love you kitten!!
24010,img/insta24010,@endlessjewelry The Jennifer Lopez collection charm bracelets!! #LOVE
24011,img/insta24011,Back in LaLa land... And I love it...:) #sunnyday #everyday #FeeltheLight
24012,img/insta24012,Guess who's on #snapchat?! 😉#JLoBTS #JLoOnSnapChat #FeelTheLight
24013,img/insta24013,Have an amazing day everyone... Believe in your light!! #FeelTheLight #DreamWorksHome #March27
24014,img/insta24014,Around here we call this...Sunday Funday  #coconuts  #LOVE
24015,img/insta24015,Time for sleepy sleepy...goodnight  everybody...🌠
24016,img/insta24016,Ready to go! #timetowork
24017,img/insta24017,Who's watching #AmericanIdol tonight?? Great performances!!
24018,img/insta24018,On the set #FeeltheLight #video #HOME
24019,img/insta24019,#FeeltheLight video coming soon #HOME #March27th
24020,img/insta24020,Music video coming soon! #FeeltheLight #HOME #starryeyed
24021,img/insta24021,Uggghh...Monday morning #inseriousneedofsomemoresleep #help #whyamIalreadyinthecar #howdidIgethere #idontremember #videoshoothours #longdayahead #igotthis ugghhh lol
24022,img/insta24022,Emerald Green and its PUCCI... two of my faves
24023,img/insta24023,What's down this path?? #BeautifulNapa #Iloveawalkinthesun
24024,img/insta24024,TBT to an outtake from my People shoot...Love this pic... #mylife #LOVE #coconuts
24025,img/insta24025,#DreamWorksHome #March27 #comingsoon @badgalriri @therealjimparsons
24026,img/insta24026,So many great photos I can stop sharing... #Meryl #Jen #Zoe #Benny #epicdress #ELIESAAB
24027,img/insta24027,Love this edit!
24028,img/insta24028,Closer look... @zuhairmuradofficial #neillanejewels
24029,img/insta24029,Love this guy... #KevinHart #oscarweekend #VanityFairParty
24030,img/insta24030,Presenting with the charming #ChrisPine #Oscars
24031,img/insta24031,Me and B. #vanityfair #oscarweekend #oscars @beyonce
24032,img/insta24032,Photo bombed by my favorite couple Jennifer and Justin #Oscars
24033,img/insta24033,MERYL STREEP #oscars #oscarlegend #needsomeofthatoscarjuju lol
24034,img/insta24034,#BTS #TheDreamTeam #HairOnFleek #Oscars #Oscars2015
24035,img/insta24035,"Had to steal this one from @leahremini, thanks my luv!! 😘#repost #partytime #oscarsweekend"
24036,img/insta24036,And now mamas turn to party... #grownuptime #oscarweekend
24037,img/insta24037,Party time!!! HAPPY 7th BIRTHDAY TO THE COCONUTS!! #thesetwoknowhowtoparty #twins #LOVE  #familia
24038,img/insta24038,Had to...:)
24039,img/insta24039,Tune in tonight for an all new episode of #idol. 8/7c on Fox
24040,img/insta24040,24 karat @versace_official. Touched down in Detroit! #AmericanIdol #Season14
24041,img/insta24041,Face beating #JLOstyle
24042,img/insta24042,Me and my girl @leahremini #nothingbutlaughs
24043,img/insta24043,My funny Valentines!!! HAPPY VALENTINES DAY everybody!!! #LOVE  #loveisallthatmatters #truelove
24044,img/insta24044,Selfie x 3 #firsttimeinIndia
24045,img/insta24045,After the show... This happened #houseofblues #bigSean
24046,img/insta24046,House of Blues... #bigSean  #Idontgiveafuckaboutyouoranythingthatyoudo
24047,img/insta24047,Behind the scenes look at the spring/summer 2015 collection with @kohls. #staytuned #jlocollection #kohls
24048,img/insta24048,#bts with @kohls... More coming soon!!! #staytuned #jlocollection #kohls
24049,img/insta24049,Behind the scenes from my shoot with @kohls... #bts #jlocollection #kohls #staytuned
24050,img/insta24050,Me and the lovelies!!
24051,img/insta24051,Love my fans!! #lovers  #TheBoyNextDoor
24052,img/insta24052,Happy birthday to my Benny!! #creativesoulmate #LOVE #forevertypeshit
24053,img/insta24053,"Talking #life, #love and #health with @dr_oz earlier on the #DrOzShow #BeTheGirl @bodylabforwomen"
24054,img/insta24054,Earlier today on the #DrOzShow... #bethegirl @bodylabforwomen
24055,img/insta24055,#WWHL with these two... @ryanaguzman @bravoandy #TheBoyNextDoor
24056,img/insta24056,We're getting closer... #TheBoyNextDoor #January23 #PopcornThriller #MovieNight
24057,img/insta24057,Look who surprised me on the @wendyshow... @ryanaguzman #TheBoyNextDoor 😍😍😍 #JLoOnWendy
24058,img/insta24058,"Mom loves the @wendyshow, lololol!! #JLoOnWendy #MamaLovesWendy #BringYourMother2WorkDay #FunTimes #TheBoyNextDoor #January23"
24059,img/insta24059,Always fun with @wendyshow!!! #WendyWilliams #JLoOnWendy #TheBoyNextDoor
24060,img/insta24060,Love this...Lololol @jimmyfallon #TheBoyNextDoor #January23 #ThisFriday
24061,img/insta24061,More from @complex ... #TheBoyNextDoor in theaters this Friday #January23
24062,img/insta24062,February/March 2015 cover of @complex magazine. Photos by @gomillionandleupold. #TheBoyNextDoor #January23 #ThisFriday #CantWait
24063,img/insta24063,@complex Feb/Mar 2015 cover. Photos by @gomillionandleupold #TheBoyNextDoor #January23 #ThisFriday
24064,img/insta24064,"@complex magazine, February/March 2015. Photos by @gomillionandleupold #TheBoyNextDoor #January23 #JLoComplex"
24065,img/insta24065,#AnotherDayAtTheOffice #PromoGrind #KellyAndMichael #GeorgesHobeika #TheBoyNextDoor #January23 #5daysAway
24066,img/insta24066,5 more days!!! #TheBoyNextDoor #January23 @ryanaguzman @theboynextdoormovie
24067,img/insta24067,Oh Dior... #fashionfun #makeuponfleek #ponytailheaven #nailsonpoint @robzangardi @lorenzomartinjr @1maryphillips @tombachik  #lovemyteam #alldayeveryday #wedoitcauseweloveit
24068,img/insta24068,#SELFIETHON #TheBoyNextDoor @mtv today at 10a/9c #tunein
24069,img/insta24069,#SELFIETHON #TheBoyNextDoor 10a/9c on @mtv.
24070,img/insta24070,Tune in to @mtv's #totallyobsessed #selfiethon w/ me and #TheBoyNextDoor @ryanaguzman ... 10a/9c
24071,img/insta24071,#TheBoyNextDoor #January23 can't wait for you all to see this movie!! @ryanaguzman #RobCohen @blumhouse
24072,img/insta24072,"#TheBoyNextDoor LA screening with director #RobCohen, @ryanaguzman and #JasonBlum of @blumhouse productions. #January23 #CantWait"
24073,img/insta24073,☺️☺️☺️ #OnAirWithRyan @ryanaguzman #TheBoyNextDoor #January23
24074,img/insta24074,This morning with @ryanseacrest and @ryanaguzman talking #TheBoyNextDoor... #January23 #Excited #MustSee #1weekAway
24075,img/insta24075,Breakfast with the Ryans!!! @ryanaguzman @ryanseacrest #TheBoyNextDoor #January23
24076,img/insta24076,Have a beautiful day everyone.. #carselfie #promogrind #TheBoyNextDoor
24077,img/insta24077,Tune in tonight at 8p for a new episode of @americanidol on FOX. #idol
24078,img/insta24078,#ThankYouMiami #TheBoyNextDoor #January23 #JLoBodyLab #BeTheGirl
24079,img/insta24079,We're getting closer... #TheBoyNextDoor #January23 #10Days @ryanaguzman @theboynextdoormovie
24080,img/insta24080,Good Morning Miami!! Gracias #DespiertaAmerica for an eventful morning!! #TheBoyNextDoor #january23
24081,img/insta24081,Another shot with the girls! @caradelevingne @georginachapmanmarchesa @ritaora #GoldenGlobeBarbies #FunTimes #GoldenGlobes #TheBoyNextDoor #January23
24082,img/insta24082,Me and #TheBoyNextDoor @ryanaguzman #january23 #GoldenGlobes
24083,img/insta24083,Me and David...ready for some after party fun... #costumechange #AfterpartyBarbie #GoldenGlobes
24084,img/insta24084,Selfie... 😊 @ryanaguzman #TheBoyNextDoor #January23 #GoldenGlobes
24085,img/insta24085,Red carpet here we come... #GoldenGlobeBarbie #Dressup #funtimes #thebestisyettocome #TheBoyNextDoor #GoldenGlobes
24086,img/insta24086,Just two more weeks until @theboynextdoormovie hits theaters!!! 🙌 🙌 🙌 #january23 #TheBoyNextDoor @ryanaguzman
24087,img/insta24087,Guess who finally decided to join Instagram!!! ☺️ @ryanaguzman #BTS #TheBoyNextDoor #January23 #Thriller
24088,img/insta24088,Another day at the office...#TheBoyNextDoor January 23rd #onmypressgrind #dontmissit #LOVE #obsession #thriller
24089,img/insta24089,New season of @americanidol tonight at 8p!!! #tunein #idolpremiere
24090,img/insta24090,#idolpremiere tonight at 8p. #tunein @americanidol 😘
24091,img/insta24091,Beautiful day... #SummerInTheWinter #SunnyLA  #BeTheGirl @bodylabforwomen
24092,img/insta24092,Hi everybody... #2015 #happynewyear #imbaaack #LOVE #firstselfieoftheyear #JLoBodyLab #BeTheGirl
24093,img/insta24093,#BeTheGirlOfYourDreams @bodylabforwomen #JLoBodyLab http://jlo.lk/bl4w
24094,img/insta24094,#BTS @americanidol. New Season XIV premiere one week away!! 😘 #staytuned #idol
24095,img/insta24095,One week away from Season XIV of @americanidol. Who's watching? #idol
24096,img/insta24096,#BTS @americanidol. New season XIV premieres January 7 & 8. #tunein #idol
24097,img/insta24097,#4moredays tune in!!! #DanceAgainHBO on @HBO and @hbolatino 12/31 at 9pm.
24098,img/insta24098,@latina magazine with #RyanGuzman. See more at http://jlo.lk/jloryan. #TheBoyNextDoor #January23 #JLoRyanLatina photos by @gomillionandleupold
24099,img/insta24099,The real triple threat... Thank you @peoplemag for the award!
24100,img/insta24100,MERRY (coconut) CHRISTMAS... #mylife #my purpose #thesetwoknowhowtohaveagoodtime
24101,img/insta24101,You know mama loves a onesie... #peoplemagazineawards2014 #TheBoyNextDoor
24102,img/insta24102,Ok she did it!! Officially got me in the Christmas spirit!!! #coconut #love
24103,img/insta24103,Always working...
24104,img/insta24104,"Red lips, curly hair and hoops... #flygirlrealness #90sstreetfashion #wedothisson #rideordie @Iamshawnbarton"
24105,img/insta24105,"Starting 2015 off right! Talking @theboynextdoormovie & @bodylabforwomen in @SELFmagazine.

#SELFMade #JLoBodyLab #JLoSelfMagazine #TheBoyNextDoor"
24106,img/insta24106,"Starting 2015 off right! Talking @theboynextdoormovie & @bodylabforwomen in @SELFmagazine.

#SELFMade #JLoBodyLab #JLoSelfMagazine #TheBoyNextDoor"
24107,img/insta24107,"Starting 2015 off right! Talking @theboynextdoormovie & @BodyLabForWomen in @SELFmagazine.

#SELFMade #TheBoyNextDoor #JLoBodyLab #JLoSelfMagazine"
24108,img/insta24108,The girls... @kimkardashian @irene.roth #ChristmasParty #holidayfun #themostmagicaltimeoftheyear
24109,img/insta24109,#TurnUpForIdol @americanidol @keithurban @ryanseacrest @harryconnickjr 😘😘😘😘
24110,img/insta24110,Hello LOVERS...
24111,img/insta24111,It's your body. What will you do with it? BodyLab.com #jlobodylab
24112,img/insta24112,Giving thanks... Happy Thanksgiving  everyone!! #grateful #familia #itsabouttogodown
24113,img/insta24113,#harpersbazaar @harpersbazaar_ru photos by @gomillionandleupold
24114,img/insta24114,#harpersbazaar @harpersbazaar_ru photos by @gomillionandleupold
24115,img/insta24115,#harpersbazaar @harpersbazaar_ru photos by @gomillionandleupold
24116,img/insta24116,Thank you everyone for all the love...goodnight! #jloamas #amas
24117,img/insta24117,Heading to get a little dinner—had fun tonight! Thank you @theamas #JLoAMAs
24118,img/insta24118,Thank you @pitbull and @eosproducts for my gifts tonight! #JLOAMAs #AMAs
24119,img/insta24119,Got my dancing shoes on... #myfaves #sparklysneakers #neverrehearsewithoutthem #theymakemedancebetter #theseshoesbeenaroundtheworld #takealickingandkeeponkicking
24120,img/insta24120,Great time @hollywoodawards #howtodrainyourdragon 😂😂😂 #HFAs
24121,img/insta24121,#hollywoodweek was so much fun. I love these guys! @keithurban @harryconnickjr #idol
24122,img/insta24122,Who's ready for #idol to start?!! 🙋
24123,img/insta24123,We in here...about to #throwmyhairback #rehearsalflow #thisiswhatIdo #theresonlyonecocacola Lololol
24124,img/insta24124,...On a Tuesday...
24125,img/insta24125,Another Car selfie... Happy Monday
24126,img/insta24126,Happy starts here. BodyLab.com @bodylabforwomen #jlobodylab
24127,img/insta24127,Repost from @chapuyc.
24128,img/insta24128,😍 #thankyou @kimkardashian for picking up your copy of #TRUELOVE. 😍 Bit.ly/jlotrueloveamazon #jlotruelove
24129,img/insta24129,Enjoy reading @jlopinoyfan!! Thank you 😘😘😘😘 #JLoTrueLove in stores and online now.
24130,img/insta24130,#thankyou @alexthebootyfull enjoy reading!!! #truelove in stores and online now. #JLoTrueLove
24131,img/insta24131,Enjoy reading @sul_godinez! #TrueLove #jlotruelove http://bit.ly/jlotrueloveamazon
24132,img/insta24132,Gotta love a Tuxedo cape! #Letterman #ijustlovecape #JLOTRUELOVE
24133,img/insta24133,#tunein #lettermanshow #jlotruelove
24134,img/insta24134,We're all #worksinprogress and #piecesofthepuzzle. Thanks again @mariashriver!! #jlotruelove bit.ly/jlotrueloveamazon
24135,img/insta24135,Ready for Letterman! #JLOTRUELOVE
24136,img/insta24136,Thank you @beautybyflor. Glad you're enjoying #JLoTrueLove.
24137,img/insta24137,Thank you @robjrodriguez!!! #JLoTrueLove in stores and online now.
24138,img/insta24138,#dailyessentials #lovemyEOS #jlotruelove #jlobooty @EOSproducts 😘
24139,img/insta24139,Always fun visiting these two. #kathieleeandhoda
24140,img/insta24140,Thank you @trina773!! #JLoTrueLove available in stores and online now. Link: bit.ly/jlotrueloveamazon
24141,img/insta24141,Enjoy reading @thealangonzalezii!! #JLoTrueLove now in stores and online.
